id,name,email,joined_date,status
1085,Linus Torvalds,linus.torvalds5574@example.com,2023-05-20,ACTIVE
1086,Alan Turing,alan.turing7527@example.com,2021-03-22,ACTIVE
1087,Linus Lovelace,linus.lovelace7020@example.com,2021-10-03,ACTIVE
1088,Frances Hopper,frances.hopper9056@example.com,2023-05-09,ACTIVE
1089,James Jackson,james.jackson3263@example.com,2021-05-02,ACTIVE
1090,John Gosling,john.gosling2893@example.com,2023-04-11,SUSPENDED
1091,Margaret Lamarr,margaret.lamarr2388@example.com,2023-09-10,ACTIVE
1092,Ken Berners-Lee,ken.berners-lee7699@example.com,2023-01-31,ACTIVE
1093,Guido Lamarr,guido.lamarr6828@example.com,2021-12-05,ACTIVE
1094,Alan van Rossum,alan.van.rossum9893@example.com,2021-10-23,ACTIVE
1095,Ada Johnson,ada.johnson1944@example.com,2023-07-10,ACTIVE
1096,Ken Jackson,ken.jackson8788@example.com,2022-03-24,SUSPENDED
1097,Tim Ritchie,tim.ritchie838@example.com,2021-02-25,ACTIVE
1098,Frances van Rossum,frances.van.rossum6446@example.com,2021-03-22,SUSPENDED
1099,Claude Ritchie,claude.ritchie5369@example.com,2021-05-04,ACTIVE
1100,Margaret Allen,margaret.allen1318@example.com,2021-01-14,ACTIVE
1101,Claude Lamarr,claude.lamarr8088@example.com,2022-02-01,ACTIVE
1102,Frances Berners-Lee,frances.berners-lee7066@example.com,2023-07-07,ACTIVE
1103,Barbara Berners-Lee,barbara.berners-lee1292@example.com,2021-04-30,ACTIVE
1104,Donald Lovelace,donald.lovelace4741@example.com,2022-12-25,ACTIVE
1105,Satoshi Allen,satoshi.allen5816@example.com,2021-08-01,ACTIVE
1106,Donald Dijkstra,donald.dijkstra165@example.com,2023-10-20,ACTIVE
1107,Mary Hopper,mary.hopper6156@example.com,2022-02-15,ACTIVE
1108,Claude Knuth,claude.knuth1357@example.com,2021-02-13,ACTIVE
1109,Ada Liskov,ada.liskov7578@example.com,2021-12-09,ACTIVE
1110,Dennis Allen,dennis.allen7484@example.com,2021-12-20,ACTIVE
1111,Hedy Ritchie,hedy.ritchie8709@example.com,2022-09-26,ACTIVE
1112,Guido Knuth,guido.knuth2659@example.com,2023-10-14,ACTIVE
1113,Ken Jackson,ken.jackson5868@example.com,2021-10-28,ACTIVE
1114,Katherine Shannon,katherine.shannon2505@example.com,2021-10-20,ACTIVE
1115,Ada Shannon,ada.shannon5438@example.com,2023-07-07,ACTIVE
1116,Edsger Torvalds,edsger.torvalds6306@example.com,2021-12-16,ACTIVE
1117,Grace Gosling,grace.gosling1728@example.com,2022-05-27,ACTIVE
1118,Dennis Lovelace,dennis.lovelace2340@example.com,2022-09-28,ACTIVE
1119,Dennis Ritchie,dennis.ritchie2895@example.com,2022-11-21,ACTIVE
1120,Claude Allen,claude.allen846@example.com,2023-12-12,ACTIVE
1121,Guido Torvalds,guido.torvalds5734@example.com,2023-09-10,ACTIVE
1122,Satoshi Shannon,satoshi.shannon9795@example.com,2021-10-29,SUSPENDED
1123,Ken Johnson,ken.johnson1532@example.com,2022-05-06,ACTIVE
1124,Edsger Jackson,edsger.jackson2916@example.com,2021-07-17,ACTIVE
1125,Grace van Rossum,grace.van.rossum4648@example.com,2022-04-20,ACTIVE
1126,Guido Lamarr,guido.lamarr5476@example.com,2021-05-01,SUSPENDED
1127,James Shannon,james.shannon4343@example.com,2021-06-02,ACTIVE
1128,Grace Gosling,grace.gosling560@example.com,2021-12-04,ACTIVE
1129,Grace Dijkstra,grace.dijkstra2373@example.com,2021-08-06,ACTIVE
1130,Ken Jackson,ken.jackson5046@example.com,2023-10-03,ACTIVE
1131,Tim Shannon,tim.shannon7551@example.com,2022-09-30,ACTIVE
1132,Katherine Shannon,katherine.shannon9355@example.com,2022-04-11,ACTIVE
1133,James Nakamoto,james.nakamoto8290@example.com,2021-02-01,ACTIVE
1134,Edsger Ritchie,edsger.ritchie757@example.com,2021-08-04,ACTIVE
1135,Frances Jackson,frances.jackson1498@example.com,2022-03-17,ACTIVE
1136,Margaret Dijkstra,margaret.dijkstra1738@example.com,2022-09-16,ACTIVE
1137,Dennis Backus,dennis.backus373@example.com,2023-02-07,ACTIVE
1138,Donald Turing,donald.turing4356@example.com,2023-04-07,ACTIVE
1139,Dennis Lamarr,dennis.lamarr8788@example.com,2021-12-02,ACTIVE
1140,Donald Lovelace,donald.lovelace4886@example.com,2022-08-18,ACTIVE
1141,John Gosling,john.gosling1788@example.com,2022-08-09,ACTIVE
1142,Margaret Torvalds,margaret.torvalds4835@example.com,2021-01-27,ACTIVE
1143,Grace Berners-Lee,grace.berners-lee6805@example.com,2023-10-22,ACTIVE
1144,Hedy Johnson,hedy.johnson6076@example.com,2023-07-20,ACTIVE
1145,Margaret Thompson,margaret.thompson2753@example.com,2022-03-27,ACTIVE
1146,Claude Lamarr,claude.lamarr7652@example.com,2021-09-15,ACTIVE
1147,Dennis Thompson,dennis.thompson51@example.com,2022-12-19,ACTIVE
1148,Barbara Hamilton,barbara.hamilton1123@example.com,2021-07-23,SUSPENDED
1149,John Hopper,john.hopper5315@example.com,2022-09-18,SUSPENDED
1150,Hedy Nakamoto,hedy.nakamoto2778@example.com,2021-12-20,ACTIVE
1151,Linus Johnson,linus.johnson6705@example.com,2023-03-28,ACTIVE
1152,Frances Dijkstra,frances.dijkstra6007@example.com,2022-08-27,ACTIVE
1153,Ken Hamilton,ken.hamilton6075@example.com,2022-10-11,ACTIVE
1154,James Torvalds,james.torvalds4928@example.com,2023-11-30,ACTIVE
1155,Dennis Lovelace,dennis.lovelace787@example.com,2021-11-13,ACTIVE
1156,Ada Lamarr,ada.lamarr7563@example.com,2021-11-21,ACTIVE
1157,Guido Allen,guido.allen8825@example.com,2021-11-20,ACTIVE
1158,Guido Hopper,guido.hopper9385@example.com,2023-11-05,ACTIVE
1159,Claude Ritchie,claude.ritchie406@example.com,2022-07-05,SUSPENDED
1160,Barbara Turing,barbara.turing9328@example.com,2022-09-19,ACTIVE
1161,Tim Johnson,tim.johnson1887@example.com,2021-01-22,ACTIVE
1162,Tim Lovelace,tim.lovelace1736@example.com,2022-02-06,SUSPENDED
1163,Donald Hopper,donald.hopper4002@example.com,2021-10-12,ACTIVE
1164,Tim Berners-Lee,tim.berners-lee9794@example.com,2023-04-20,ACTIVE
1165,Satoshi Gosling,satoshi.gosling6981@example.com,2023-05-04,ACTIVE
1166,John Torvalds,john.torvalds4520@example.com,2023-11-15,ACTIVE
1167,Ken Berners-Lee,ken.berners-lee9376@example.com,2021-06-26,ACTIVE
1168,Grace Lamarr,grace.lamarr236@example.com,2022-06-05,ACTIVE
1169,Guido Turing,guido.turing5189@example.com,2023-05-10,ACTIVE
1170,Margaret Berners-Lee,margaret.berners-lee6767@example.com,2022-09-13,ACTIVE
1171,Margaret Hamilton,margaret.hamilton6239@example.com,2022-06-18,ACTIVE
1172,Grace Hopper,grace.hopper230@example.com,2023-04-21,ACTIVE
1173,Hedy Lamarr,hedy.lamarr734@example.com,2023-01-08,ACTIVE
1174,Alan Berners-Lee,alan.berners-lee2803@example.com,2023-04-20,ACTIVE
1175,Grace Ritchie,grace.ritchie1539@example.com,2023-08-03,ACTIVE
1176,Margaret Lovelace,margaret.lovelace5007@example.com,2022-07-22,ACTIVE
1177,Margaret van Rossum,margaret.van.rossum3750@example.com,2023-12-25,ACTIVE
1178,Satoshi Liskov,satoshi.liskov2309@example.com,2023-11-26,ACTIVE
1179,Grace Johnson,grace.johnson4207@example.com,2023-09-21,ACTIVE
1180,Dennis Backus,dennis.backus3594@example.com,2022-10-30,ACTIVE
1181,Dennis Hamilton,dennis.hamilton1796@example.com,2023-06-03,ACTIVE
1182,Claude Lamarr,claude.lamarr2622@example.com,2023-06-28,ACTIVE
1183,Alan Lovelace,alan.lovelace6773@example.com,2021-11-21,ACTIVE
1184,Linus Lamarr,linus.lamarr407@example.com,2021-01-31,ACTIVE
1185,Ada Gosling,ada.gosling7923@example.com,2022-08-08,ACTIVE
1186,Donald Allen,donald.allen8803@example.com,2021-04-23,ACTIVE
1187,Tim Turing,tim.turing3945@example.com,2022-04-27,ACTIVE
1188,Claude Knuth,claude.knuth3521@example.com,2021-01-03,ACTIVE
1189,Barbara Hopper,barbara.hopper7527@example.com,2021-02-17,ACTIVE
1190,Katherine Johnson,katherine.johnson9646@example.com,2022-10-24,ACTIVE
1191,Grace Jackson,grace.jackson1072@example.com,2022-02-28,ACTIVE
1192,Alan Dijkstra,alan.dijkstra9764@example.com,2021-02-25,ACTIVE
1193,Guido Nakamoto,guido.nakamoto1614@example.com,2022-11-13,ACTIVE
1194,Grace Turing,grace.turing6789@example.com,2023-10-20,SUSPENDED
1195,Guido Nakamoto,guido.nakamoto6188@example.com,2023-09-13,ACTIVE
1196,Edsger Ritchie,edsger.ritchie8665@example.com,2021-09-09,ACTIVE
1197,John Knuth,john.knuth7704@example.com,2023-09-13,ACTIVE
1198,Edsger van Rossum,edsger.van.rossum8831@example.com,2022-11-01,ACTIVE
1199,John Jackson,john.jackson1161@example.com,2021-05-04,ACTIVE
1200,Barbara Shannon,barbara.shannon9721@example.com,2022-08-18,SUSPENDED
1201,Mary Gosling,mary.gosling3830@example.com,2021-05-31,ACTIVE
1202,Ken Thompson,ken.thompson2077@example.com,2022-10-12,ACTIVE
1203,Guido Backus,guido.backus8844@example.com,2023-06-18,ACTIVE
1204,Ada Ritchie,ada.ritchie4928@example.com,2021-09-09,ACTIVE
1205,James van Rossum,james.van.rossum9768@example.com,2021-07-11,SUSPENDED
1206,Ken Torvalds,ken.torvalds4728@example.com,2021-02-12,ACTIVE
1207,Dennis Liskov,dennis.liskov4981@example.com,2021-10-12,ACTIVE
1208,Hedy Lamarr,hedy.lamarr6743@example.com,2023-06-02,ACTIVE
1209,Frances Gosling,frances.gosling8460@example.com,2023-05-25,ACTIVE
1210,Satoshi Lovelace,satoshi.lovelace834@example.com,2023-08-16,ACTIVE
1211,Claude Knuth,claude.knuth6558@example.com,2021-01-25,ACTIVE
1212,Tim Backus,tim.backus9671@example.com,2023-05-19,ACTIVE
1213,Alan Johnson,alan.johnson9267@example.com,2023-09-13,SUSPENDED
1214,Mary Berners-Lee,mary.berners-lee4997@example.com,2021-07-14,SUSPENDED
1215,Grace Knuth,grace.knuth1191@example.com,2023-01-27,ACTIVE
1216,John Turing,john.turing1140@example.com,2022-04-01,SUSPENDED
1217,John Shannon,john.shannon5009@example.com,2021-02-11,ACTIVE
1218,Margaret Thompson,margaret.thompson6178@example.com,2021-01-29,ACTIVE
1219,Hedy Johnson,hedy.johnson3786@example.com,2021-11-08,SUSPENDED
1220,Linus Turing,linus.turing2475@example.com,2021-09-20,ACTIVE
1221,Tim Thompson,tim.thompson4446@example.com,2021-04-16,ACTIVE
1222,Frances Hopper,frances.hopper3819@example.com,2022-02-11,ACTIVE
1223,Margaret Hamilton,margaret.hamilton7967@example.com,2021-11-25,ACTIVE
1224,Mary Hopper,mary.hopper2143@example.com,2021-08-16,ACTIVE
1225,Dennis Backus,dennis.backus3804@example.com,2023-01-28,ACTIVE
1226,Dennis Johnson,dennis.johnson9292@example.com,2023-02-18,SUSPENDED
1227,Guido Gosling,guido.gosling1015@example.com,2023-07-06,ACTIVE
1228,James Gosling,james.gosling4364@example.com,2023-09-21,SUSPENDED
1229,Margaret Torvalds,margaret.torvalds4740@example.com,2023-04-10,ACTIVE
1230,Mary Berners-Lee,mary.berners-lee4301@example.com,2023-12-16,ACTIVE
1231,Satoshi Allen,satoshi.allen5586@example.com,2021-08-08,ACTIVE
1232,John Lamarr,john.lamarr8575@example.com,2021-03-27,SUSPENDED
1233,Claude Berners-Lee,claude.berners-lee2425@example.com,2023-05-15,ACTIVE
1234,John Berners-Lee,john.berners-lee6637@example.com,2021-04-18,ACTIVE
1235,Tim Turing,tim.turing1154@example.com,2023-06-19,ACTIVE
1236,Hedy Shannon,hedy.shannon2538@example.com,2021-07-05,ACTIVE
1237,Hedy Ritchie,hedy.ritchie2909@example.com,2023-10-20,ACTIVE
1238,Tim Berners-Lee,tim.berners-lee2944@example.com,2023-12-29,ACTIVE
1239,Guido Jackson,guido.jackson3764@example.com,2022-06-21,ACTIVE
1240,Grace Gosling,grace.gosling1265@example.com,2021-04-24,ACTIVE
1241,Guido Thompson,guido.thompson1501@example.com,2022-10-05,ACTIVE
1242,Linus Shannon,linus.shannon2456@example.com,2021-12-17,ACTIVE
1243,Barbara Lamarr,barbara.lamarr3226@example.com,2023-02-16,ACTIVE
1244,Claude Jackson,claude.jackson3760@example.com,2022-07-17,ACTIVE
1245,Hedy Lamarr,hedy.lamarr6334@example.com,2021-04-08,ACTIVE
1246,Alan Johnson,alan.johnson8960@example.com,2021-10-17,ACTIVE
1247,Barbara van Rossum,barbara.van.rossum7648@example.com,2021-06-06,ACTIVE
1248,Claude Shannon,claude.shannon6130@example.com,2021-07-06,ACTIVE
1249,Guido Nakamoto,guido.nakamoto4671@example.com,2021-03-19,ACTIVE
1250,Claude Allen,claude.allen1267@example.com,2023-12-19,ACTIVE
1251,Barbara Lamarr,barbara.lamarr1324@example.com,2023-08-15,ACTIVE
1252,John van Rossum,john.van.rossum6871@example.com,2021-07-22,ACTIVE
1253,Margaret Thompson,margaret.thompson8502@example.com,2021-01-17,ACTIVE
1254,James Knuth,james.knuth8528@example.com,2023-06-23,SUSPENDED
1255,Grace Torvalds,grace.torvalds6773@example.com,2022-10-05,SUSPENDED
1256,Edsger Lovelace,edsger.lovelace1040@example.com,2023-05-13,ACTIVE
1257,Frances van Rossum,frances.van.rossum9881@example.com,2021-08-04,ACTIVE
1258,Katherine Allen,katherine.allen2990@example.com,2022-11-11,ACTIVE
1259,Ken van Rossum,ken.van.rossum8908@example.com,2022-07-08,ACTIVE
1260,Donald Dijkstra,donald.dijkstra2128@example.com,2023-11-15,ACTIVE
1261,Hedy Shannon,hedy.shannon5194@example.com,2022-03-03,ACTIVE
1262,Margaret Knuth,margaret.knuth4277@example.com,2022-05-17,SUSPENDED
1263,Satoshi Hamilton,satoshi.hamilton2928@example.com,2023-03-22,ACTIVE
1264,Frances Berners-Lee,frances.berners-lee6546@example.com,2022-01-30,ACTIVE
1265,Dennis Knuth,dennis.knuth5806@example.com,2022-05-03,SUSPENDED
1266,Margaret Berners-Lee,margaret.berners-lee377@example.com,2021-02-27,ACTIVE
1267,Tim Hopper,tim.hopper549@example.com,2021-03-16,ACTIVE
1268,Hedy Turing,hedy.turing4833@example.com,2023-07-08,ACTIVE
1269,John Gosling,john.gosling9785@example.com,2021-06-29,ACTIVE
1270,Tim Thompson,tim.thompson9249@example.com,2022-10-21,SUSPENDED
1271,Claude Hamilton,claude.hamilton6761@example.com,2021-07-31,ACTIVE
1272,Claude Johnson,claude.johnson7751@example.com,2021-06-25,ACTIVE
1273,Donald Lamarr,donald.lamarr9855@example.com,2021-11-07,ACTIVE
1274,Katherine Hopper,katherine.hopper9911@example.com,2023-09-24,ACTIVE
1275,Linus Berners-Lee,linus.berners-lee3833@example.com,2022-03-09,SUSPENDED
1276,Ken Thompson,ken.thompson7380@example.com,2023-03-25,SUSPENDED
1277,Ken Ritchie,ken.ritchie2147@example.com,2021-10-12,SUSPENDED
1278,Barbara Liskov,barbara.liskov7269@example.com,2023-06-09,SUSPENDED
1279,John Allen,john.allen452@example.com,2021-03-11,SUSPENDED
1280,Edsger Jackson,edsger.jackson752@example.com,2022-12-07,ACTIVE
1281,Dennis Hopper,dennis.hopper7420@example.com,2022-01-08,ACTIVE
1282,Margaret Jackson,margaret.jackson8970@example.com,2022-05-22,ACTIVE
1283,Donald Hopper,donald.hopper9231@example.com,2023-11-12,ACTIVE
1284,Mary Berners-Lee,mary.berners-lee5939@example.com,2022-09-12,SUSPENDED
1285,Barbara Ritchie,barbara.ritchie6499@example.com,2022-06-05,SUSPENDED
1286,Guido Lovelace,guido.lovelace5597@example.com,2023-03-23,ACTIVE
1287,Linus Liskov,linus.liskov9948@example.com,2021-01-23,SUSPENDED
1288,Mary Lamarr,mary.lamarr5519@example.com,2021-01-21,ACTIVE
1289,Grace Ritchie,grace.ritchie8184@example.com,2022-01-01,ACTIVE
1290,Dennis Lovelace,dennis.lovelace7058@example.com,2022-05-22,ACTIVE
1291,James Dijkstra,james.dijkstra2499@example.com,2021-12-28,ACTIVE
1292,Edsger Ritchie,edsger.ritchie200@example.com,2022-12-09,ACTIVE
1293,Guido Ritchie,guido.ritchie3123@example.com,2021-07-11,ACTIVE
1294,Dennis Jackson,dennis.jackson4354@example.com,2023-11-29,ACTIVE
1295,Barbara Turing,barbara.turing9367@example.com,2022-06-27,SUSPENDED
1296,Margaret Johnson,margaret.johnson4525@example.com,2023-06-03,ACTIVE
1297,Edsger Turing,edsger.turing4387@example.com,2022-01-19,ACTIVE
1298,John Nakamoto,john.nakamoto7673@example.com,2022-01-18,ACTIVE
1299,Grace Berners-Lee,grace.berners-lee2663@example.com,2021-06-30,ACTIVE
1300,Claude Turing,claude.turing8356@example.com,2021-11-24,ACTIVE
1301,Tim Jackson,tim.jackson592@example.com,2023-07-27,ACTIVE
1302,Claude Ritchie,claude.ritchie7511@example.com,2021-12-19,ACTIVE
1303,Tim Liskov,tim.liskov1377@example.com,2023-05-31,ACTIVE
1304,Donald Ritchie,donald.ritchie5999@example.com,2023-05-25,ACTIVE
1305,Frances Berners-Lee,frances.berners-lee3109@example.com,2023-06-18,ACTIVE
1306,Alan Allen,alan.allen2259@example.com,2023-06-19,ACTIVE
1307,Mary Backus,mary.backus6846@example.com,2022-11-07,ACTIVE
1308,Hedy Backus,hedy.backus3851@example.com,2021-11-07,ACTIVE
1309,Ada Thompson,ada.thompson7808@example.com,2021-03-14,ACTIVE
1310,Barbara Hopper,barbara.hopper1559@example.com,2021-10-08,ACTIVE
1311,Ken Shannon,ken.shannon3584@example.com,2023-03-23,ACTIVE
1312,Edsger Ritchie,edsger.ritchie1066@example.com,2023-07-29,ACTIVE
1313,Barbara Hamilton,barbara.hamilton5788@example.com,2023-01-29,ACTIVE
1314,Barbara van Rossum,barbara.van.rossum7439@example.com,2022-06-08,ACTIVE
1315,Tim Johnson,tim.johnson4977@example.com,2022-01-24,ACTIVE
1316,Barbara Dijkstra,barbara.dijkstra9025@example.com,2022-01-29,ACTIVE
1317,Edsger Hopper,edsger.hopper3219@example.com,2021-01-17,ACTIVE
1318,John Torvalds,john.torvalds3056@example.com,2021-09-15,ACTIVE
1319,Katherine Johnson,katherine.johnson8968@example.com,2022-08-14,SUSPENDED
1320,Ada Lovelace,ada.lovelace4480@example.com,2022-12-29,ACTIVE
1321,Katherine Hamilton,katherine.hamilton6443@example.com,2022-01-14,ACTIVE
1322,John Lamarr,john.lamarr2185@example.com,2023-10-22,SUSPENDED
1323,Barbara Backus,barbara.backus2887@example.com,2022-07-20,ACTIVE
1324,Linus Hamilton,linus.hamilton7663@example.com,2023-07-07,ACTIVE
1325,Ada Hamilton,ada.hamilton8723@example.com,2022-06-24,ACTIVE
1326,John van Rossum,john.van.rossum2388@example.com,2021-11-05,ACTIVE
1327,Ken Nakamoto,ken.nakamoto9898@example.com,2022-09-22,ACTIVE
1328,Katherine Jackson,katherine.jackson2667@example.com,2023-10-14,ACTIVE
1329,Guido Thompson,guido.thompson6036@example.com,2023-10-06,ACTIVE
1330,Satoshi Hamilton,satoshi.hamilton1743@example.com,2022-05-03,ACTIVE
1331,Ada Shannon,ada.shannon7188@example.com,2021-07-11,SUSPENDED
1332,Barbara Berners-Lee,barbara.berners-lee5502@example.com,2021-08-13,ACTIVE
1333,Linus Knuth,linus.knuth8273@example.com,2022-01-12,ACTIVE
1334,Margaret Hamilton,margaret.hamilton6336@example.com,2022-08-12,ACTIVE
1335,Guido van Rossum,guido.van.rossum5472@example.com,2023-04-04,ACTIVE
1336,Ada Dijkstra,ada.dijkstra460@example.com,2023-10-09,ACTIVE
1337,Barbara Hamilton,barbara.hamilton5122@example.com,2021-06-12,ACTIVE
1338,Tim Turing,tim.turing9531@example.com,2023-04-16,ACTIVE
1339,Barbara Allen,barbara.allen3699@example.com,2022-08-23,ACTIVE
1340,Dennis Backus,dennis.backus9816@example.com,2022-09-26,ACTIVE
1341,Katherine Hopper,katherine.hopper9122@example.com,2022-08-15,ACTIVE
1342,Edsger Gosling,edsger.gosling5249@example.com,2022-07-22,ACTIVE
1343,Dennis Berners-Lee,dennis.berners-lee7209@example.com,2021-03-24,ACTIVE
1344,Ken Hamilton,ken.hamilton4848@example.com,2021-06-18,ACTIVE
1345,Frances Johnson,frances.johnson4448@example.com,2021-09-08,ACTIVE
1346,Ada Dijkstra,ada.dijkstra2305@example.com,2021-11-18,ACTIVE
1347,Dennis Hopper,dennis.hopper8924@example.com,2023-02-03,ACTIVE
1348,Mary Lamarr,mary.lamarr7186@example.com,2023-02-10,ACTIVE
1349,Grace van Rossum,grace.van.rossum5170@example.com,2022-12-22,SUSPENDED
1350,Claude Lamarr,claude.lamarr1851@example.com,2022-09-28,ACTIVE
1351,Claude Allen,claude.allen6915@example.com,2021-08-29,ACTIVE
1352,Frances Hamilton,frances.hamilton9084@example.com,2021-03-03,SUSPENDED
1353,Claude Gosling,claude.gosling9452@example.com,2021-03-31,ACTIVE
1354,Ada Liskov,ada.liskov6175@example.com,2023-10-17,ACTIVE
1355,Barbara Dijkstra,barbara.dijkstra4178@example.com,2021-02-01,ACTIVE
1356,Hedy Berners-Lee,hedy.berners-lee5083@example.com,2021-09-26,ACTIVE
1357,John Hamilton,john.hamilton9865@example.com,2023-07-10,ACTIVE
1358,Katherine Allen,katherine.allen5259@example.com,2021-12-16,ACTIVE
1359,Grace Thompson,grace.thompson5530@example.com,2021-06-08,ACTIVE
1360,Edsger Johnson,edsger.johnson3836@example.com,2023-09-30,ACTIVE
1361,Hedy Ritchie,hedy.ritchie2223@example.com,2021-03-12,ACTIVE
1362,Alan Knuth,alan.knuth6634@example.com,2021-04-28,ACTIVE
1363,James Berners-Lee,james.berners-lee8100@example.com,2023-01-29,ACTIVE
1364,John Dijkstra,john.dijkstra9366@example.com,2023-11-04,ACTIVE
1365,Claude Thompson,claude.thompson8336@example.com,2022-12-01,ACTIVE
1366,Ada Thompson,ada.thompson285@example.com,2022-10-22,ACTIVE
1367,Hedy Nakamoto,hedy.nakamoto7726@example.com,2023-01-09,ACTIVE
1368,Hedy Dijkstra,hedy.dijkstra9322@example.com,2021-06-19,ACTIVE
1369,Donald Lamarr,donald.lamarr4162@example.com,2021-03-25,ACTIVE
1370,Claude Hamilton,claude.hamilton6778@example.com,2023-01-04,ACTIVE
1371,Satoshi Hopper,satoshi.hopper8754@example.com,2022-02-04,ACTIVE
1372,Alan Thompson,alan.thompson8949@example.com,2022-02-09,SUSPENDED
1373,Guido Jackson,guido.jackson2242@example.com,2021-01-04,ACTIVE
1374,Margaret Liskov,margaret.liskov6529@example.com,2021-02-18,ACTIVE
1375,Margaret Hamilton,margaret.hamilton2064@example.com,2021-09-05,SUSPENDED
1376,Tim Shannon,tim.shannon4614@example.com,2023-02-28,ACTIVE
1377,Frances Hamilton,frances.hamilton4085@example.com,2023-04-23,ACTIVE
1378,Katherine Jackson,katherine.jackson5955@example.com,2021-03-11,ACTIVE
1379,Grace Berners-Lee,grace.berners-lee4955@example.com,2021-10-12,ACTIVE
1380,Tim Ritchie,tim.ritchie5193@example.com,2021-02-18,ACTIVE
1381,Ada Thompson,ada.thompson8190@example.com,2021-08-15,ACTIVE
1382,James Liskov,james.liskov529@example.com,2023-11-10,ACTIVE
1383,Alan Liskov,alan.liskov49@example.com,2021-08-21,ACTIVE
1384,Alan Hamilton,alan.hamilton1446@example.com,2021-10-23,ACTIVE
1385,Claude Shannon,claude.shannon6734@example.com,2021-04-01,ACTIVE
1386,Guido Lovelace,guido.lovelace2235@example.com,2021-11-27,ACTIVE
1387,Hedy Dijkstra,hedy.dijkstra512@example.com,2021-09-12,ACTIVE
1388,Mary Shannon,mary.shannon5328@example.com,2022-11-20,ACTIVE
1389,Grace Backus,grace.backus2289@example.com,2023-11-24,ACTIVE
1390,Barbara Backus,barbara.backus659@example.com,2021-09-19,ACTIVE
1391,Donald Liskov,donald.liskov6124@example.com,2021-09-18,ACTIVE
1392,Satoshi Backus,satoshi.backus6649@example.com,2021-01-10,ACTIVE
1393,Edsger Allen,edsger.allen1798@example.com,2023-12-28,ACTIVE
1394,Linus Lovelace,linus.lovelace1912@example.com,2021-01-23,SUSPENDED
1395,Margaret Nakamoto,margaret.nakamoto5732@example.com,2021-10-28,ACTIVE
1396,Margaret Turing,margaret.turing142@example.com,2022-03-09,ACTIVE
1397,Donald Jackson,donald.jackson8352@example.com,2022-03-11,ACTIVE
1398,Dennis Backus,dennis.backus6297@example.com,2022-08-05,ACTIVE
1399,Frances Shannon,frances.shannon9683@example.com,2023-07-19,ACTIVE
1400,Guido Nakamoto,guido.nakamoto1158@example.com,2021-06-20,ACTIVE
1401,Grace Gosling,grace.gosling4230@example.com,2023-03-09,ACTIVE
1402,Linus Dijkstra,linus.dijkstra7135@example.com,2023-06-01,ACTIVE
1403,Grace Shannon,grace.shannon8895@example.com,2021-10-05,ACTIVE
1404,Frances Shannon,frances.shannon7531@example.com,2023-02-22,ACTIVE
1405,Barbara Johnson,barbara.johnson6070@example.com,2023-12-01,ACTIVE
1406,Claude Ritchie,claude.ritchie1414@example.com,2023-03-18,ACTIVE
1407,Edsger Gosling,edsger.gosling3653@example.com,2022-12-05,ACTIVE
1408,Dennis Johnson,dennis.johnson8359@example.com,2022-08-24,ACTIVE
1409,Katherine Lovelace,katherine.lovelace5671@example.com,2022-06-29,ACTIVE
1410,James Jackson,james.jackson3229@example.com,2022-02-13,ACTIVE
1411,Margaret Dijkstra,margaret.dijkstra1873@example.com,2022-09-23,ACTIVE
1412,Tim Shannon,tim.shannon530@example.com,2022-01-25,ACTIVE
1413,Alan Ritchie,alan.ritchie5441@example.com,2022-09-05,ACTIVE
1414,Edsger Backus,edsger.backus4847@example.com,2021-07-11,ACTIVE
1415,Edsger Hamilton,edsger.hamilton3667@example.com,2021-11-16,ACTIVE
1416,Dennis Shannon,dennis.shannon9710@example.com,2021-11-23,SUSPENDED
1417,John Lamarr,john.lamarr251@example.com,2022-06-19,ACTIVE
1418,Guido Gosling,guido.gosling1583@example.com,2022-05-17,ACTIVE
1419,Frances Gosling,frances.gosling3174@example.com,2022-09-21,ACTIVE
1420,Claude Thompson,claude.thompson2169@example.com,2022-10-29,ACTIVE
1421,Barbara Lamarr,barbara.lamarr5154@example.com,2023-11-18,SUSPENDED
1422,Donald Liskov,donald.liskov421@example.com,2021-08-14,ACTIVE
1423,Edsger Backus,edsger.backus9910@example.com,2023-03-26,ACTIVE
1424,Ken Nakamoto,ken.nakamoto6626@example.com,2022-10-22,ACTIVE
1425,Grace Hopper,grace.hopper7803@example.com,2023-10-01,ACTIVE
1426,Mary Lovelace,mary.lovelace185@example.com,2021-12-09,ACTIVE
1427,Alan Ritchie,alan.ritchie9232@example.com,2022-03-11,ACTIVE
1428,Tim Turing,tim.turing6189@example.com,2022-10-01,ACTIVE
1429,Donald van Rossum,donald.van.rossum8183@example.com,2021-02-14,ACTIVE
1430,Grace Johnson,grace.johnson9265@example.com,2022-01-16,ACTIVE
1431,Hedy Turing,hedy.turing7658@example.com,2023-11-18,ACTIVE
1432,Margaret Lovelace,margaret.lovelace1647@example.com,2021-02-10,ACTIVE
1433,Barbara Thompson,barbara.thompson218@example.com,2021-09-25,ACTIVE
1434,Alan Nakamoto,alan.nakamoto8955@example.com,2022-11-25,ACTIVE
1435,Alan Gosling,alan.gosling21@example.com,2023-11-13,ACTIVE
1436,Claude Liskov,claude.liskov1486@example.com,2022-05-15,ACTIVE
